Iteration No		x1			x2			x3			Error
538		0.50000			0.00037			-0.51668			0.000000E+000
539		0.50000			0.00037			-0.51668			0.000000E+000
540		0.50000			0.00037			-0.51668			0.000000E+000
541		0.50000			0.00037			-0.51668			0.000000E+000
542		0.50000			0.00037			-0.51668			0.000000E+000
543		0.50000			0.00037			-0.51668			0.000000E+000
544		0.50000			0.00037			-0.51668			0.000000E+000
545		0.50000			0.00037			-0.51668			0.000000E+000
546		0.50000			0.00037			-0.51668			0.000000E+000
547		0.50000			0.00037			-0.51668			0.000000E+000
548		0.50000			0.00037			-0.51668			0.000000E+000
549		0.50000			0.00037			-0.51668			0.000000E+000
550		0.50000			0.00037			-0.51668			0.000000E+000
551		0.50000			0.00037			-0.51668			0.000000E+000
552		0.50000			0.00037			-0.51668			0.000000E+000
553		0.50000			0.00037			-0.51668			0.000000E+000
554		0.50000			0.00037			-0.51668			0.000000E+000
555		0.50000			0.00037			-0.51668			0.000000E+000
556		0.50000			0.00037			-0.51668			0.000000E+000
557		0.50000			0.00037			-0.51668			0.000000E+000
558		0.50000			0.00037			-0.51668			0.000000E+000
559		0.50000			0.00037			-0.51668			0.000000E+000
560		0.50000			0.00037			-0.51668			0.000000E+000
561		0.50000			0.00037			-0.51668			0.000000E+000
562		0.50000			0.00037			-0.51668			0.000000E+000
563		0.50000			0.00037			-0.51668			0.000000E+000
564		0.50000			0.00037			-0.51668			0.000000E+000
565		0.50000			0.00037			-0.51668			0.000000E+000
566		0.50000			0.00037			-0.51668			0.000000E+000
567		0.50000			0.00037			-0.51668			0.000000E+000
568		0.50000			0.00037			-0.51668			0.000000E+000
569		0.50000			0.00037			-0.51668			0.000000E+000
570		0.50000			0.00037			-0.51668			0.000000E+000
571		0.50000			0.00037			-0.51668			0.000000E+000
572		0.50000			0.00037			-0.51668			0.000000E+000
573		0.50000			0.00037			-0.51668			0.000000E+000
574		0.50000			0.00037			-0.51668			0.000000E+000
575		0.50000			0.00037			-0.51668			0.000000E+000
576		0.50000			0.00037			-0.51668			0.000000E+000
577		0.50000			0.00037			-0.51668			0.000000E+000
578		0.50000			0.00037			-0.51668			0.000000E+000
579		0.50000			0.00037			-0.51668			0.000000E+000
580		0.50000			0.00037			-0.51668			0.000000E+000
581		0.50000			0.00037			-0.51668			0.000000E+000
582		0.50000			0.00037			-0.51668			0.000000E+000
583		0.50000			0.00037			-0.51668			0.000000E+000
584		0.50000			0.00037			-0.51668			0.000000E+000
585		0.50000			0.00037			-0.51668			0.000000E+000
586		0.50000			0.00037			-0.51668			0.000000E+000
587		0.50000			0.00037			-0.51668			0.000000E+000
588		0.50000			0.00037			-0.51668			0.000000E+000
589		0.50000			0.00037			-0.51668			0.000000E+000
590		0.50000			0.00037			-0.51668			0.000000E+000
591		0.50000			0.00037			-0.51668			0.000000E+000
592		0.50000			0.00037			-0.51668			0.000000E+000
593		0.50000			0.00037			-0.51668			0.000000E+000
594		0.50000			0.00037			-0.51668			0.000000E+000
595		0.50000			0.00037			-0.51668			0.000000E+000
596		0.50000			0.00037			-0.51668			0.000000E+000
597		0.50000			0.00037			-0.51668			0.000000E+000
598		0.50000			0.00037			-0.51668			0.000000E+000
599		0.50000			0.00037			-0.51668			0.000000E+000
600		0.50000			0.00037			-0.51668			0.000000E+000
601		0.50000			0.00037			-0.51668			0.000000E+000
602		0.50000			0.00037			-0.51668			0.000000E+000
603		0.50000			0.00037			-0.51668			0.000000E+000
604		0.50000			0.00037			-0.51668			0.000000E+000
605		0.50000			0.00037			-0.51668			0.000000E+000
606		0.50000			0.00037			-0.51668			0.000000E+000
607		0.50000			0.00037			-0.51668			0.000000E+000
608		0.50000			0.00037			-0.51668			0.000000E+000
609		0.50000			0.00037			-0.51668			0.000000E+000
610		0.50000			0.00037			-0.51668			0.000000E+000
611		0.50000			0.00037			-0.51668			0.000000E+000
612		0.50000			0.00037			-0.51668			0.000000E+000
613		0.50000			0.00037			-0.51668			0.000000E+000
614		0.50000			0.00037			-0.51668			0.000000E+000
615		0.50000			0.00037			-0.51668			0.000000E+000
616		0.50000			0.00037			-0.51668			0.000000E+000
617		0.50000			0.00037			-0.51668			0.000000E+000
618		0.50000			0.00037			-0.51668			0.000000E+000
619		0.50000			0.00037			-0.51668			0.000000E+000
620		0.50000			0.00037			-0.51668			0.000000E+000
621		0.50000			0.00037			-0.51668			0.000000E+000
622		0.50000			0.00037			-0.51668			0.000000E+000
623		0.50000			0.00037			-0.51668			0.000000E+000
624		0.50000			0.00037			-0.51668			0.000000E+000
625		0.50000			0.00037			-0.51668			0.000000E+000
626		0.50000			0.00037			-0.51668			0.000000E+000
627		0.50000			0.00037			-0.51668			0.000000E+000
628		0.50000			0.00037			-0.51668			0.000000E+000
629		0.50000			0.00037			-0.51668			0.000000E+000
630		0.50000			0.00037			-0.51668			0.000000E+000
631		0.50000			0.00037			-0.51668			0.000000E+000
632		0.50000			0.00037			-0.51668			0.000000E+000
633		0.50000			0.00037			-0.51668			0.000000E+000
634		0.50000			0.00037			-0.51668			0.000000E+000
635		0.50000			0.00037			-0.51668			0.000000E+000
636		0.50000			0.00037			-0.51668			0.000000E+000
637		0.50000			0.00037			-0.51668			0.000000E+000
638		0.50000			0.00037			-0.51668			0.000000E+000
639		0.50000			0.00037			-0.51668			0.000000E+000
640		0.50000			0.00037			-0.51668			0.000000E+000
641		0.50000			0.00037			-0.51668			0.000000E+000
642		0.50000			0.00037			-0.51668			0.000000E+000
643		0.50000			0.00037			-0.51668			0.000000E+000
644		0.50000			0.00037			-0.51668			0.000000E+000
645		0.50000			0.00037			-0.51668			0.000000E+000
646		0.50000			0.00037			-0.51668			0.000000E+000
647		0.50000			0.00037			-0.51668			0.000000E+000
648		0.50000			0.00037			-0.51668			0.000000E+000
649		0.50000			0.00037			-0.51668			0.000000E+000
650		0.50000			0.00037			-0.51668			0.000000E+000
651		0.50000			0.00037			-0.51668			0.000000E+000
652		0.50000			0.00037			-0.51668			0.000000E+000
653		0.50000			0.00037			-0.51668			0.000000E+000
654		0.50000			0.00037			-0.51668			0.000000E+000
655		0.50000			0.00037			-0.51668			0.000000E+000
656		0.50000			0.00037			-0.51668			0.000000E+000
657		0.50000			0.00037			-0.51668			0.000000E+000
658		0.50000			0.00037			-0.51668			0.000000E+000
659		0.50000			0.00037			-0.51668			0.000000E+000
660		0.50000			0.00037			-0.51668			0.000000E+000
661		0.50000			0.00037			-0.51668			0.000000E+000
662		0.50000			0.00037			-0.51668			0.000000E+000
663		0.50000			0.00037			-0.51668			0.000000E+000
664		0.50000			0.00037			-0.51668			0.000000E+000
665		0.50000			0.00037			-0.51668			0.000000E+000
666		0.50000			0.00037			-0.51668			0.000000E+000
667		0.50000			0.00037			-0.51668			0.000000E+000
668		0.50000			0.00037			-0.51668			0.000000E+000
669		0.50000			0.00037			-0.51668			0.000000E+000
670		0.50000			0.00037			-0.51668			0.000000E+000
671		0.50000			0.00037			-0.51668			0.000000E+000
672		0.50000			0.00037			-0.51668			0.000000E+000
673		0.50000			0.00037			-0.51668			0.000000E+000
674		0.50000			0.00037			-0.51668			0.000000E+000
675		0.50000			0.00037			-0.51668			0.000000E+000
676		0.50000			0.00037			-0.51668			0.000000E+000
677		0.50000			0.00037			-0.51668			0.000000E+000
678		0.50000			0.00037			-0.51668			0.000000E+000
679		0.50000			0.00037			-0.51668			0.000000E+000
680		0.50000			0.00037			-0.51668			0.000000E+000
681		0.50000			0.00037			-0.51668			0.000000E+000
682		0.50000			0.00037			-0.51668			0.000000E+000
683		0.50000			0.00037			-0.51668			0.000000E+000
684		0.50000			0.00037			-0.51668			0.000000E+000
685		0.50000			0.00037			-0.51668			0.000000E+000
686		0.50000			0.00037			-0.51668			0.000000E+000
687		0.50000			0.00037			-0.51668			0.000000E+000
688		0.50000			0.00037			-0.51668			0.000000E+000
689		0.50000			0.00037			-0.51668			0.000000E+000
690		0.50000			0.00037			-0.51668			0.000000E+000
691		0.50000			0.00037			-0.51668			0.000000E+000
692		0.50000			0.00037			-0.51668			0.000000E+000
693		0.50000			0.00037			-0.51668			0.000000E+000
694		0.50000			0.00037			-0.51668			0.000000E+000
695		0.50000			0.00037			-0.51668			0.000000E+000
696		0.50000			0.00037			-0.51668			0.000000E+000
697		0.50000			0.00037			-0.51668			0.000000E+000
698		0.50000			0.00037			-0.51668			0.000000E+000
699		0.50000			0.00037			-0.51668			0.000000E+000
700		0.50000			0.00037			-0.51668			0.000000E+000
701		0.50000			0.00037			-0.51668			0.000000E+000
702		0.50000			0.00037			-0.51668			0.000000E+000
703		0.50000			0.00037			-0.51668			0.000000E+000
704		0.50000			0.00037			-0.51668			0.000000E+000
705		0.50000			0.00037			-0.51668			0.000000E+000
706		0.50000			0.00037			-0.51668			0.000000E+000
707		0.50000			0.00037			-0.51668			0.000000E+000
708		0.50000			0.00037			-0.51668			0.000000E+000
709		0.50000			0.00037			-0.51668			0.000000E+000
710		0.50000			0.00037			-0.51668			0.000000E+000
711		0.50000			0.00037			-0.51668			0.000000E+000
712		0.50000			0.00037			-0.51668			0.000000E+000
713		0.50000			0.00037			-0.51668			0.000000E+000
714		0.50000			0.00037			-0.51668			0.000000E+000
715		0.50000			0.00037			-0.51668			0.000000E+000
716		0.50000			0.00037			-0.51668			0.000000E+000
717		0.50000			0.00037			-0.51668			0.000000E+000
718		0.50000			0.00037			-0.51668			0.000000E+000
719		0.50000			0.00037			-0.51668			0.000000E+000
720		0.50000			0.00037			-0.51668			0.000000E+000
721		0.50000			0.00037			-0.51668			0.000000E+000
722		0.50000			0.00037			-0.51668			0.000000E+000
723		0.50000			0.00037			-0.51668			0.000000E+000
724		0.50000			0.00037			-0.51668			0.000000E+000
725		0.50000			0.00037			-0.51668			0.000000E+000
726		0.50000			0.00037			-0.51668			0.000000E+000
727		0.50000			0.00037			-0.51668			0.000000E+000
728		0.50000			0.00037			-0.51668			0.000000E+000
729		0.50000			0.00037			-0.51668			0.000000E+000
730		0.50000			0.00037			-0.51668			0.000000E+000
731		0.50000			0.00037			-0.51668			0.000000E+000
732		0.50000			0.00037			-0.51668			0.000000E+000
733		0.50000			0.00037			-0.51668			0.000000E+000
734		0.50000			0.00037			-0.51668			0.000000E+000
735		0.50000			0.00037			-0.51668			0.000000E+000
736		0.50000			0.00037			-0.51668			0.000000E+000
737		0.50000			0.00037			-0.51668			0.000000E+000
738		0.50000			0.00037			-0.51668			0.000000E+000
739		0.50000			0.00037			-0.51668			0.000000E+000
740		0.50000			0.00037			-0.51668			0.000000E+000
741		0.50000			0.00037			-0.51668			0.000000E+000
742		0.50000			0.00037			-0.51668			0.000000E+000
743		0.50000			0.00037			-0.51668			0.000000E+000
744		0.50000			0.00037			-0.51668			0.000000E+000
745		0.50000			0.00037			-0.51668			0.000000E+000
746		0.50000			0.00037			-0.51668			0.000000E+000
747		0.50000			0.00037			-0.51668			0.000000E+000
748		0.50000			0.00037			-0.51668			0.000000E+000
749		0.50000			0.00037			-0.51668			0.000000E+000
750		0.50000			0.00037			-0.51668			0.000000E+000
751		0.50000			0.00037			-0.51668			0.000000E+000
752		0.50000			0.00037			-0.51668			0.000000E+000
753		0.50000			0.00037			-0.51668			0.000000E+000
754		0.50000			0.00037			-0.51668			0.000000E+000
755		0.50000			0.00037			-0.51668			0.000000E+000
756		0.50000			0.00037			-0.51668			0.000000E+000
757		0.50000			0.00037			-0.51668			0.000000E+000
758		0.50000			0.00037			-0.51668			0.000000E+000
759		0.50000			0.00037			-0.51668			0.000000E+000
760		0.50000			0.00037			-0.51668			0.000000E+000
761		0.50000			0.00037			-0.51668			0.000000E+000
762		0.50000			0.00037			-0.51668			0.000000E+000
763		0.50000			0.00037			-0.51668			0.000000E+000
764		0.50000			0.00037			-0.51668			0.000000E+000
765		0.50000			0.00037			-0.51668			0.000000E+000
766		0.50000			0.00037			-0.51668			0.000000E+000
767		0.50000			0.00037			-0.51668			0.000000E+000
768		0.50000			0.00037			-0.51668			0.000000E+000
769		0.50000			0.00037			-0.51668			0.000000E+000
770		0.50000			0.00037			-0.51668			0.000000E+000
771		0.50000			0.00037			-0.51668			0.000000E+000
772		0.50000			0.00037			-0.51668			0.000000E+000
773		0.50000			0.00037			-0.51668			0.000000E+000
774		0.50000			0.00037			-0.51668			0.000000E+000
775		0.50000			0.00037			-0.51668			0.000000E+000
776		0.50000			0.00037			-0.51668			0.000000E+000
777		0.50000			0.00037			-0.51668			0.000000E+000
778		0.50000			0.00037			-0.51668			0.000000E+000
779		0.50000			0.00037			-0.51668			0.000000E+000
780		0.50000			0.00037			-0.51668			0.000000E+000
781		0.50000			0.00037			-0.51668			0.000000E+000
782		0.50000			0.00037			-0.51668			0.000000E+000
783		0.50000			0.00037			-0.51668			0.000000E+000
784		0.50000			0.00037			-0.51668			0.000000E+000
785		0.50000			0.00037			-0.51668			0.000000E+000
786		0.50000			0.00037			-0.51668			0.000000E+000
787		0.50000			0.00037			-0.51668			0.000000E+000
788		0.50000			0.00037			-0.51668			0.000000E+000
789		0.50000			0.00037			-0.51668			0.000000E+000
790		0.50000			0.00037			-0.51668			0.000000E+000
791		0.50000			0.00037			-0.51668			0.000000E+000
792		0.50000			0.00037			-0.51668			0.000000E+000
793		0.50000			0.00037			-0.51668			0.000000E+000
794		0.50000			0.00037			-0.51668			0.000000E+000
795		0.50000			0.00037			-0.51668			0.000000E+000
796		0.50000			0.00037			-0.51668			0.000000E+000
797		0.50000			0.00037			-0.51668			0.000000E+000
798		0.50000			0.00037			-0.51668			0.000000E+000
799		0.50000			0.00037			-0.51668			0.000000E+000
800		0.50000			0.00037			-0.51668			0.000000E+000
801		0.50000			0.00037			-0.51668			0.000000E+000
802		0.50000			0.00037			-0.51668			0.000000E+000
803		0.50000			0.00037			-0.51668			0.000000E+000
804		0.50000			0.00037			-0.51668			0.000000E+000
805		0.50000			0.00037			-0.51668			0.000000E+000
806		0.50000			0.00037			-0.51668			0.000000E+000
807		0.50000			0.00037			-0.51668			0.000000E+000
808		0.50000			0.00037			-0.51668			0.000000E+000
809		0.50000			0.00037			-0.51668			0.000000E+000
810		0.50000			0.00037			-0.51668			0.000000E+000
811		0.50000			0.00037			-0.51668			0.000000E+000
812		0.50000			0.00037			-0.51668			0.000000E+000
813		0.50000			0.00037			-0.51668			0.000000E+000
814		0.50000			0.00037			-0.51668			0.000000E+000
815		0.50000			0.00037			-0.51668			0.000000E+000
816		0.50000			0.00037			-0.51668			0.000000E+000
817		0.50000			0.00037			-0.51668			0.000000E+000
818		0.50000			0.00037			-0.51668			0.000000E+000
819		0.50000			0.00037			-0.51668			0.000000E+000
820		0.50000			0.00037			-0.51668			0.000000E+000
821		0.50000			0.00037			-0.51668			0.000000E+000
822		0.50000			0.00037			-0.51668			0.000000E+000
823		0.50000			0.00037			-0.51668			0.000000E+000
824		0.50000			0.00037			-0.51668			0.000000E+000
825		0.50000			0.00037			-0.51668			0.000000E+000
826		0.50000			0.00037			-0.51668			0.000000E+000
827		0.50000			0.00037			-0.51668			0.000000E+000
828		0.50000			0.00037			-0.51668			0.000000E+000
829		0.50000			0.00037			-0.51668			0.000000E+000
830		0.50000			0.00037			-0.51668			0.000000E+000
831		0.50000			0.00037			-0.51668			0.000000E+000
832		0.50000			0.00037			-0.51668			0.000000E+000
833		0.50000			0.00037			-0.51668			0.000000E+000
834		0.50000			0.00037			-0.51668			0.000000E+000
835		0.50000			0.00037			-0.51668			0.000000E+000
836		0.50000			0.00037			-0.51668			0.000000E+000
837		0.50000			0.00037			-0.51668			0.000000E+000
838		0.50000			0.00037			-0.51668			0.000000E+000
839		0.50000			0.00037			-0.51668			0.000000E+000
840		0.50000			0.00037			-0.51668			0.000000E+000
841		0.50000			0.00037			-0.51668			0.000000E+000
842		0.50000			0.00037			-0.51668			0.000000E+000
843		0.50000			0.00037			-0.51668			0.000000E+000
844		0.50000			0.00037			-0.51668			0.000000E+000
845		0.50000			0.00037			-0.51668			0.000000E+000
846		0.50000			0.00037			-0.51668			0.000000E+000
847		0.50000			0.00037			-0.51668			0.000000E+000
848		0.50000			0.00037			-0.51668			0.000000E+000
849		0.50000			0.00037			-0.51668			0.000000E+000
850		0.50000			0.00037			-0.51668			0.000000E+000
851		0.50000			0.00037			-0.51668			0.000000E+000
852		0.50000			0.00037			-0.51668			0.000000E+000
853		0.50000			0.00037			-0.51668			0.000000E+000
854		0.50000			0.00037			-0.51668			0.000000E+000
855		0.50000			0.00037			-0.51668			0.000000E+000
856		0.50000			0.00037			-0.51668			0.000000E+000
857		0.50000			0.00037			-0.51668			0.000000E+000
858		0.50000			0.00037			-0.51668			0.000000E+000
859		0.50000			0.00037			-0.51668			0.000000E+000
860		0.50000			0.00037			-0.51668			0.000000E+000
861		0.50000			0.00037			-0.51668			0.000000E+000
862		0.50000			0.00037			-0.51668			0.000000E+000
863		0.50000			0.00037			-0.51668			0.000000E+000
864		0.50000			0.00037			-0.51668			0.000000E+000
865		0.50000			0.00037			-0.51668			0.000000E+000
866		0.50000			0.00037			-0.51668			0.000000E+000
867		0.50000			0.00037			-0.51668			0.000000E+000
868		0.50000			0.00037			-0.51668			0.000000E+000
869		0.50000			0.00037			-0.51668			0.000000E+000
870		0.50000			0.00037			-0.51668			0.000000E+000
871		0.50000			0.00037			-0.51668			0.000000E+000
872		0.50000			0.00037			-0.51668			0.000000E+000
873		0.50000			0.00037			-0.51668			0.000000E+000
874		0.50000			0.00037			-0.51668			0.000000E+000
875		0.50000			0.00037			-0.51668			0.000000E+000
876		0.50000			0.00037			-0.51668			0.000000E+000
877		0.50000			0.00037			-0.51668			0.000000E+000
878		0.50000			0.00037			-0.51668			0.000000E+000
879		0.50000			0.00037			-0.51668			0.000000E+000
880		0.50000			0.00037			-0.51668			0.000000E+000
881		0.50000			0.00037			-0.51668			0.000000E+000
882		0.50000			0.00037			-0.51668			0.000000E+000
883		0.50000			0.00037			-0.51668			0.000000E+000
884		0.50000			0.00037			-0.51668			0.000000E+000
885		0.50000			0.00037			-0.51668			0.000000E+000
886		0.50000			0.00037			-0.51668			0.000000E+000
887		0.50000			0.00037			-0.51668			0.000000E+000
888		0.50000			0.00037			-0.51668			0.000000E+000
889		0.50000			0.00037			-0.51668			0.000000E+000
890		0.50000			0.00037			-0.51668			0.000000E+000
891		0.50000			0.00037			-0.51668			0.000000E+000
892		0.50000			0.00037			-0.51668			0.000000E+000
893		0.50000			0.00037			-0.51668			0.000000E+000
894		0.50000			0.00037			-0.51668			0.000000E+000
895		0.50000			0.00037			-0.51668			0.000000E+000
896		0.50000			0.00037			-0.51668			0.000000E+000
897		0.50000			0.00037			-0.51668			0.000000E+000
898		0.50000			0.00037			-0.51668			0.000000E+000
899		0.50000			0.00037			-0.51668			0.000000E+000
900		0.50000			0.00037			-0.51668			0.000000E+000
901		0.50000			0.00037			-0.51668			0.000000E+000
902		0.50000			0.00037			-0.51668			0.000000E+000
903		0.50000			0.00037			-0.51668			0.000000E+000
904		0.50000			0.00037			-0.51668			0.000000E+000
905		0.50000			0.00037			-0.51668			0.000000E+000
906		0.50000			0.00037			-0.51668			0.000000E+000
907		0.50000			0.00037			-0.51668			0.000000E+000
908		0.50000			0.00037			-0.51668			0.000000E+000
909		0.50000			0.00037			-0.51668			0.000000E+000
910		0.50000			0.00037			-0.51668			0.000000E+000
911		0.50000			0.00037			-0.51668			0.000000E+000
912		0.50000			0.00037			-0.51668			0.000000E+000
913		0.50000			0.00037			-0.51668			0.000000E+000
914		0.50000			0.00037			-0.51668			0.000000E+000
915		0.50000			0.00037			-0.51668			0.000000E+000
916		0.50000			0.00037			-0.51668			0.000000E+000
917		0.50000			0.00037			-0.51668			0.000000E+000
918		0.50000			0.00037			-0.51668			0.000000E+000
919		0.50000			0.00037			-0.51668			0.000000E+000
920		0.50000			0.00037			-0.51668			0.000000E+000
921		0.50000			0.00037			-0.51668			0.000000E+000
922		0.50000			0.00037			-0.51668			0.000000E+000
923		0.50000			0.00037			-0.51668			0.000000E+000
924		0.50000			0.00037			-0.51668			0.000000E+000
925		0.50000			0.00037			-0.51668			0.000000E+000
926		0.50000			0.00037			-0.51668			0.000000E+000
927		0.50000			0.00037			-0.51668			0.000000E+000
928		0.50000			0.00037			-0.51668			0.000000E+000
929		0.50000			0.00037			-0.51668			0.000000E+000
930		0.50000			0.00037			-0.51668			0.000000E+000
931		0.50000			0.00037			-0.51668			0.000000E+000
932		0.50000			0.00037			-0.51668			0.000000E+000
933		0.50000			0.00037			-0.51668			0.000000E+000
934		0.50000			0.00037			-0.51668			0.000000E+000
935		0.50000			0.00037			-0.51668			0.000000E+000
936		0.50000			0.00037			-0.51668			0.000000E+000
937		0.50000			0.00037			-0.51668			0.000000E+000
938		0.50000			0.00037			-0.51668			0.000000E+000
939		0.50000			0.00037			-0.51668			0.000000E+000
940		0.50000			0.00037			-0.51668			0.000000E+000
941		0.50000			0.00037			-0.51668			0.000000E+000
942		0.50000			0.00037			-0.51668			0.000000E+000
943		0.50000			0.00037			-0.51668			0.000000E+000
944		0.50000			0.00037			-0.51668			0.000000E+000
945		0.50000			0.00037			-0.51668			0.000000E+000
946		0.50000			0.00037			-0.51668			0.000000E+000
947		0.50000			0.00037			-0.51668			0.000000E+000
948		0.50000			0.00037			-0.51668			0.000000E+000
949		0.50000			0.00037			-0.51668			0.000000E+000
950		0.50000			0.00037			-0.51668			0.000000E+000
951		0.50000			0.00037			-0.51668			0.000000E+000
952		0.50000			0.00037			-0.51668			0.000000E+000
953		0.50000			0.00037			-0.51668			0.000000E+000
954		0.50000			0.00037			-0.51668			0.000000E+000
955		0.50000			0.00037			-0.51668			0.000000E+000
956		0.50000			0.00037			-0.51668			0.000000E+000
957		0.50000			0.00037			-0.51668			0.000000E+000
958		0.50000			0.00037			-0.51668			0.000000E+000
959		0.50000			0.00037			-0.51668			0.000000E+000
960		0.50000			0.00037			-0.51668			0.000000E+000
961		0.50000			0.00037			-0.51668			0.000000E+000
962		0.50000			0.00037			-0.51668			0.000000E+000
963		0.50000			0.00037			-0.51668			0.000000E+000
964		0.50000			0.00037			-0.51668			0.000000E+000
965		0.50000			0.00037			-0.51668			0.000000E+000
966		0.50000			0.00037			-0.51668			0.000000E+000
967		0.50000			0.00037			-0.51668			0.000000E+000
968		0.50000			0.00037			-0.51668			0.000000E+000
969		0.50000			0.00037			-0.51668			0.000000E+000
970		0.50000			0.00037			-0.51668			0.000000E+000
971		0.50000			0.00037			-0.51668			0.000000E+000
972		0.50000			0.00037			-0.51668			0.000000E+000
973		0.50000			0.00037			-0.51668			0.000000E+000
974		0.50000			0.00037			-0.51668			0.000000E+000
975		0.50000			0.00037			-0.51668			0.000000E+000
976		0.50000			0.00037			-0.51668			0.000000E+000
977		0.50000			0.00037			-0.51668			0.000000E+000
978		0.50000			0.00037			-0.51668			0.000000E+000
979		0.50000			0.00037			-0.51668			0.000000E+000
980		0.50000			0.00037			-0.51668			0.000000E+000
981		0.50000			0.00037			-0.51668			0.000000E+000
982		0.50000			0.00037			-0.51668			0.000000E+000
983		0.50000			0.00037			-0.51668			0.000000E+000
984		0.50000			0.00037			-0.51668			0.000000E+000
985		0.50000			0.00037			-0.51668			0.000000E+000
986		0.50000			0.00037			-0.51668			0.000000E+000
987		0.50000			0.00037			-0.51668			0.000000E+000
988		0.50000			0.00037			-0.51668			0.000000E+000
989		0.50000			0.00037			-0.51668			0.000000E+000
990		0.50000			0.00037			-0.51668			0.000000E+000
991		0.50000			0.00037			-0.51668			0.000000E+000
992		0.50000			0.00037			-0.51668			0.000000E+000
993		0.50000			0.00037			-0.51668			0.000000E+000
994		0.50000			0.00037			-0.51668			0.000000E+000
995		0.50000			0.00037			-0.51668			0.000000E+000
996		0.50000			0.00037			-0.51668			0.000000E+000
997		0.50000			0.00037			-0.51668			0.000000E+000
998		0.50000			0.00037			-0.51668			0.000000E+000
999		0.50000			0.00037			-0.51668			0.000000E+000
